"NSS 2024 results for students taught at this provider split by mode, level and subject ",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Mode of study,Level of study,Subject level,Subject code,Subject,Question,Responses,Population,Suppression reason,Option 1,Option 2,Option 3,Option 4,Option 5,This does not apply to me,Positivity measure (%),Benchmark (%),Difference (ppt),Standard deviation,Contribution to benchmark (%),Materially below benchmark (%),Broadly in line with benchmark (%),Materially above benchmark (%),Publication response headcount,Publication response rate (%)
Full-time,All undergraduates,CAH2,CAH26-01,"Geography, earth and environmental studies",Q10: How clear were the marking criteria used to assess your work?,290.8,376.1,,71.16,142.16,61.16,16.33,,0,73.4,76.1,-2.7,2.4,6.1,53.5,44.9,1.6,305,77.3
Full-time,All undergraduates,CAH2,CAH26-01,"Geography, earth and environmental studies",Q11: How fair has the marking and assessment been on your course?,290.8,376.1,,50.33,178.65,55.83,6,,0,78.7,81.7,-3,2.2,6.1,58.9,40.4,0.7,305,77.3
Full-time,All undergraduates,CAH2,CAH26-01,"Geography, earth and environmental studies",Q12: How well have assessments allowed you to demonstrate what you have learned?,289.8,376.1,,56.33,174.15,57.33,2,,1,79.5,79.6,-0.1,2.3,6.1,14.6,73.1,12.3,305,77.3
Full-time,All undergraduates,CAH2,CAH26-01,"Geography, earth and environmental studies",Q13: How often have you received assessment feedback on time?,289.8,376.1,,62.15,136.66,69.5,21.5,,1,68.6,72.3,-3.7,2.6,6.1,68,31.2,0.8,305,77.3
Full-time,All undergraduates,CAH2,CAH26-01,"Geography, earth and environmental studies",Q14: How often does feedback help you to improve your work?,290.8,376.1,,38.83,139.82,84.16,28,,0,61.4,67.2,-5.8,2.7,6.1,88.9,11,0.1,305,77.3
Full-time,All undergraduates,CAH2,CAH26-01,"Geography, earth and environmental studies",Theme 3: Assessment and feedback,290.8,376.1,,,,,,,,72.4,75.4,-3,2.5,6.1,58.2,40.5,1.3,305,77.3
Full-time,All undergraduates,CAH2,CAH26-01,"Geography, earth and environmental studies",Q15: How easy was it to contact teaching staff when you needed to?,289.3,376.1,,125.82,130.99,27.5,5,,1.5,88.8,89.9,-1.1,1.7,6.1,21.2,76.9,1.9,305,77.3
Full-time,All undergraduates,CAH2,CAH26-01,"Geography, earth and environmental studies",Q16: How well have teaching staff supported your learning?,289.8,376.1,,82.33,170.32,31.16,6,,1,87.2,87.9,-0.8,1.8,6.1,17.3,78.8,3.9,305,77.3
Full-time,All undergraduates,CAH2,CAH26-01,"Geography, earth and environmental studies",Theme 4: Academic support,290.8,376.1,,,,,,,,88,88.9,-0.9,1.8,6.1,18.2,78.8,3,305,77.3
Full-time,All undergraduates,CAH2,CAH26-01,"Geography, earth and environmental studies",Q17: How well organised is your course?,290.8,376.1,,74.5,181.16,30.65,4.5,,0,87.9,82.2,5.7,2,6.1,0,5.6,94.4,305,77.3
Full-time,All undergraduates,CAH2,CAH26-01,"Geography, earth and environmental studies",Q18: How well were any changes to teaching on your course communicated?,286.5,376.1,,77.5,159.16,42.99,6.83,,4.33,82.6,80.3,2.3,2.2,6.2,1.4,51.7,46.9,305,77.3
Full-time,All undergraduates,CAH2,CAH26-01,"Geography, earth and environmental studies",Theme 5: Organisation and management,290.8,376.1,,,,,,,,85,81.2,3.8,2.1,6.1,0.2,27.3,72.5,305,77.3
Full-time,All undergraduates,CAH2,CAH26-01,"Geography, earth and environmental studies",Q19: How well have the IT resources and facilities supported your learning?,280.8,376.1,,113.83,141.65,21.33,4,,9,91,87.1,3.9,1.8,6.1,0,21.8,78.1,305,77.3
Full-time,All undergraduates,CAH2,CAH26-01,"Geography, earth and environmental studies","Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",285.3,376.1,,125.32,132.16,24.83,3,,3.5,90.2,91.8,-1.6,1.6,6.1,28.8,70.6,0.6,305,77.3
Full-time,All undergraduates,CAH2,CAH26-01,"Geography, earth and environmental studies","Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",270.3,376.1,,86.66,154.82,24.83,4,,18.5,89.3,89.1,0.3,1.8,5.9,6.4,82.4,11.2,305,77.3
Full-time,All undergraduates,CAH2,CAH26-01,"Geography, earth and environmental studies",Theme 6: Learning resources,289.8,376.1,,,,,,,,90.4,89.3,1.1,1.7,6.1,1.7,77,21.3,305,77.3
Full-time,All undergraduates,CAH2,CAH26-01,"Geography, earth and environmental studies",Q22: To what extent do you get the right opportunities to give feedback on your course?,287.8,376.1,,150.49,106.32,23,8,,1,89.2,86.7,2.5,1.9,6.1,0.3,48.8,50.9,305,77.3
Full-time,All undergraduates,CAH2,CAH26-01,"Geography, earth and environmental studies",Q23: To what extent are students' opinions about the course valued by staff?,286.8,376.1,,96.83,130.49,51.49,8,,2,79.3,80.7,-1.4,2.3,6.2,31.5,64.3,4.2,305,77.3
Full-time,All undergraduates,CAH2,CAH26-01,"Geography, earth and environmental studies",Q24: How clear is it that students' feedback on the course is acted on?,286.8,376.1,,50.5,107.16,111.32,17.83,,2,55,58.7,-3.7,2.8,6.2,67.1,31.6,1.3,305,77.3
Full-time,All undergraduates,CAH2,CAH26-01,"Geography, earth and environmental studies",Theme 7: Student voice,288.8,376.1,,,,,,,,74.5,75.4,-0.9,2.4,6.2,25.5,66.2,8.3,305,77.3
Full-time,All undergraduates,CAH2,CAH26-01,"Geography, earth and environmental studies",Q25: How well does the students' union (association or guild) represent students' academic interests?,268.8,376.1,,29.16,143.83,66.49,29.33,,19,64.4,69.5,-5.1,2.7,6.4,83.2,16.5,0.3,305,77.3
Full-time,All undergraduates,CAH2,CAH26-01,"Geography, earth and environmental studies",Q26: How well communicated was information about your university/college's mental wellbeing support services?,282.8,376.1,,73.5,124.32,70.99,14,,5,69.9,76.7,-6.8,2.5,6.3,95.6,4.4,0,305,77.3
Full-time,All undergraduates,CAH2,CAH26-01,"Geography, earth and environmental studies","Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",283.8,376.1,,79.66,155.65,40.5,8,,4,82.9,88.1,-5.2,2,7.6,91,9,0,305,77.3
Full-time,All undergraduates,CAH3,CAH26-01-02,Physical geographical sciences,Q01: How good are teaching staff at explaining things?,88.5,112,,32,51,4.5,1,,0,93.8,95.1,-1.3,2.5,6.1,30.9,62.8,6.3,110,79
Full-time,All undergraduates,CAH3,CAH26-01-02,Physical geographical sciences,Q02: How often do teaching staff make the subject engaging?,87.5,112,,21,59.5,7,0,,1,92,85.2,6.8,3.6,6.1,0.5,11.3,88.2,110,79
Full-time,All undergraduates,CAH3,CAH26-01-02,Physical geographical sciences,Q03: How often is the course intellectually stimulating?,87.5,112,,46.5,36.5,4.5,0,,1,94.9,89,5.9,3.3,6.1,0.5,14.6,84.9,110,79
Full-time,All undergraduates,CAH3,CAH26-01-02,Physical geographical sciences,Q04: How often does your course challenge you to achieve your best work?,87.5,112,,35,42.5,9,1,,1,88.6,86.4,2.1,3.7,6.1,10.5,43.4,46,110,79
Full-time,All undergraduates,CAH3,CAH26-01-02,Physical geographical sciences,Theme 1: Teaching on my course,88.5,112,,,,,,,,92.4,88.9,3.5,3.3,6.1,3.6,34.8,61.6,110,79
Full-time,All undergraduates,CAH3,CAH26-01-02,Physical geographical sciences,Q05: To what extent have you had the chance to explore ideas and concepts in depth?,87.5,112,,44,34.5,9,0,,1,89.7,88.9,0.8,3.3,6.1,16.1,53.5,30.4,110,79
Full-time,All undergraduates,CAH3,CAH26-01-02,Physical geographical sciences,Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,87.5,112,,31,43,11.5,2,,1,84.6,86.5,-1.9,3.8,6.1,44.2,43.4,12.4,110,79
Full-time,All undergraduates,CAH3,CAH26-01-02,Physical geographical sciences,Q07: To what extent have you had the chance to bring together information and ideas from different topics?,87.5,112,,40,36.5,11,0,,1,87.4,87.8,-0.3,3.4,6.1,26.5,53.1,20.4,110,79
Full-time,All undergraduates,CAH3,CAH26-01-02,Physical geographical sciences,Q08: To what extent does your course have the right balance of directed and independent study?,87.5,112,,30.5,39.5,13.5,4,,1,80,78.3,1.7,4.4,6.1,17.1,40.1,42.7,110,79
Full-time,All undergraduates,CAH3,CAH26-01-02,Physical geographical sciences,Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,87.5,112,,34,43,8,2.5,,1,88,81.2,6.8,4.2,6.1,1.3,13.8,84.9,110,79
Full-time,All undergraduates,CAH3,CAH26-01-02,Physical geographical sciences,Theme 2: Learning opportunities,87.5,112,,,,,,,,85.9,84.5,1.4,3.9,6.1,15.7,45,39.3,110,79
Full-time,All undergraduates,CAH3,CAH26-01-02,Physical geographical sciences,Q10: How clear were the marking criteria used to assess your work?,88.5,112,,29.5,39,18,2,,0,77.4,76.3,1.1,4.5,6.1,21.1,40.7,38.2,110,79
Full-time,All undergraduates,CAH3,CAH26-01-02,Physical geographical sciences,Q11: How fair has the marking and assessment been on your course?,88.5,112,,16.5,59.5,12,0.5,,0,85.9,81.9,3.9,4.1,6.1,5.8,30.5,63.7,110,79
Full-time,All undergraduates,CAH3,CAH26-01-02,Physical geographical sciences,Q12: How well have assessments allowed you to demonstrate what you have learned?,87.5,112,,19,53,15,0.5,,1,82.3,79.9,2.4,4.2,6.1,12.1,38.8,49.1,110,79
Full-time,All undergraduates,CAH3,CAH26-01-02,Physical geographical sciences,Q13: How often have you received assessment feedback on time?,88.5,112,,21,46.5,19,2,,0,76.3,72.6,3.6,4.7,6.1,9.8,30.8,59.5,110,79
Full-time,All undergraduates,CAH3,CAH26-01-02,Physical geographical sciences,Q14: How often does feedback help you to improve your work?,88.5,112,,15,46,20.5,7,,0,68.9,67.3,1.7,5,6.1,20.2,36.5,43.3,110,79
Full-time,All undergraduates,CAH3,CAH26-01-02,Physical geographical sciences,Theme 3: Assessment and feedback,88.5,112,,,,,,,,78.2,75.6,2.6,4.6,6.1,13.3,35.8,50.9,110,79
Full-time,All undergraduates,CAH3,CAH26-01-02,Physical geographical sciences,Q15: How easy was it to contact teaching staff when you needed to?,88,112,,45,33.5,9,0.5,,0.5,89.2,90,-0.8,3.3,6.1,29.6,54.5,15.9,110,79
Full-time,All undergraduates,CAH3,CAH26-01-02,Physical geographical sciences,Q16: How well have teaching staff supported your learning?,87.5,112,,33.5,46.5,6,1.5,,1,91.4,87.8,3.7,3.4,6.1,3.7,33.1,63.2,110,79
Full-time,All undergraduates,CAH3,CAH26-01-02,Physical geographical sciences,Theme 4: Academic support,88.5,112,,,,,,,,90.4,88.9,1.5,3.3,6.1,11.4,50,38.5,110,79
Full-time,All undergraduates,CAH3,CAH26-01-02,Physical geographical sciences,Q17: How well organised is your course?,88.5,112,,26,50.5,11,1,,0,86.4,82.7,3.7,3.7,6.1,4.7,32.3,63,110,79
Full-time,All undergraduates,CAH3,CAH26-01-02,Physical geographical sciences,Q18: How well were any changes to teaching on your course communicated?,88,112,,31.5,44,11,1.5,,0.5,85.8,80.7,5.1,4.1,6.2,3,23,73.9,110,79
Full-time,All undergraduates,CAH3,CAH26-01-02,Physical geographical sciences,Theme 5: Organisation and management,88.5,112,,,,,,,,85.9,81.7,4.2,3.9,6.1,4.3,28.8,66.9,110,79
Full-time,All undergraduates,CAH3,CAH26-01-02,Physical geographical sciences,Q19: How well have the IT resources and facilities supported your learning?,87.5,112,,47,35.5,3,2,,1,94.3,87.1,7.1,3.3,6.1,0.2,7.7,92.1,110,79
Full-time,All undergraduates,CAH3,CAH26-01-02,Physical geographical sciences,"Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",87,112,,29.5,48.5,8,1,,1.5,89.7,91.7,-2.1,3,6.1,44.5,48.9,6.6,110,79
Full-time,All undergraduates,CAH3,CAH26-01-02,Physical geographical sciences,"Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",87.5,112,,38.5,42.5,3.5,3,,1,92.6,88.9,3.7,3.3,5.9,3,33.2,63.8,110,79
Full-time,All undergraduates,CAH3,CAH26-01-02,Physical geographical sciences,Theme 6: Learning resources,88.5,112,,,,,,,,92.3,89.2,3.1,3.2,6.1,4,39.1,56.9,110,79
Full-time,All undergraduates,CAH3,CAH26-01-02,Physical geographical sciences,Q22: To what extent do you get the right opportunities to give feedback on your course?,88.5,112,,44,33,8.5,3,,0,87,86.7,0.4,3.4,6.1,20.2,53.4,26.4,110,79
Full-time,All undergraduates,CAH3,CAH26-01-02,Physical geographical sciences,Q23: To what extent are students' opinions about the course valued by staff?,87.5,112,,33.5,40,11,3,,1,84,80.8,3.2,4.2,6.2,8.8,34.5,56.7,110,79
Full-time,All undergraduates,CAH3,CAH26-01-02,Physical geographical sciences,Q24: How clear is it that students' feedback on the course is acted on?,87.5,112,,20,36,29,2.5,,1,64,58.9,5.1,5.2,6.2,7.3,23.8,68.9,110,79
Full-time,All undergraduates,CAH3,CAH26-01-02,Physical geographical sciences,Theme 7: Student voice,88.5,112,,,,,,,,78.3,75.5,2.8,4.5,6.2,12.1,35.2,52.7,110,79
Full-time,All undergraduates,CAH3,CAH26-01-02,Physical geographical sciences,Q25: How well does the students' union (association or guild) represent students' academic interests?,84.5,112,,11.5,43,21,9,,3.5,64.5,69.5,-5,5,6.4,69.2,24.1,6.7,110,79
Full-time,All undergraduates,CAH3,CAH26-01-02,Physical geographical sciences,Q26: How well communicated was information about your university/college's mental wellbeing support services?,86.5,112,,24.5,43,14.5,4.5,,1.5,78,76.7,1.3,4.6,6.3,20.7,39.6,39.7,110,79
Full-time,All undergraduates,CAH3,CAH26-01-02,Physical geographical sciences,"Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",87,112,,29,47,10,1,,1,87.4,88.2,-0.8,3.7,7.6,32.2,49.5,18.3,110,79
Full-time,All undergraduates,CAH3,CAH26-01-03,Human geography,Q01: How good are teaching staff at explaining things?,145.3,192.6,,28.83,103.65,12.83,0,,0,91.2,94.9,-3.7,1.9,6.1,74.1,25.8,0.1,170,75.4
Full-time,All undergraduates,CAH3,CAH26-01-03,Human geography,Q02: How often do teaching staff make the subject engaging?,145.3,192.6,,19.83,100.49,22.49,2.5,,0,82.8,85,-2.2,2.8,6.1,46.4,49,4.5,170,75.4
Full-time,All undergraduates,CAH3,CAH26-01-03,Human geography,Q03: How often is the course intellectually stimulating?,145.3,192.6,,57.5,64.15,21.33,2.33,,0,83.7,89,-5.3,2.6,6.1,86,13.8,0.1,170,75.4
Full-time,All undergraduates,CAH3,CAH26-01-03,Human geography,Q04: How often does your course challenge you to achieve your best work?,145.3,192.6,,38.33,79.99,24.66,2.33,,0,81.4,86,-4.6,2.9,6.1,76.7,22.6,0.7,170,75.4
Full-time,All undergraduates,CAH3,CAH26-01-03,Human geography,Theme 1: Teaching on my course,145.3,192.6,,,,,,,,84.8,88.7,-3.9,2.6,6.1,71.1,28.2,0.7,170,75.4
Full-time,All undergraduates,CAH3,CAH26-01-03,Human geography,Q05: To what extent have you had the chance to explore ideas and concepts in depth?,145.3,192.6,,88,42.65,14.33,0.33,,0,89.9,88.7,1.2,2.5,6.1,7.1,61.9,31.1,170,75.4
Full-time,All undergraduates,CAH3,CAH26-01-03,Human geography,Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,143.3,192.6,,38.66,75.82,25.83,3,,2,79.9,86.7,-6.8,3,6.1,92.6,7.3,0.1,170,75.4
Full-time,All undergraduates,CAH3,CAH26-01-03,Human geography,Q07: To what extent have you had the chance to bring together information and ideas from different topics?,145.3,192.6,,58.66,64.83,19.49,2.33,,0,85,87.7,-2.7,2.7,6.1,53.5,44.1,2.5,170,75.4
Full-time,All undergraduates,CAH3,CAH26-01-03,Human geography,Q08: To what extent does your course have the right balance of directed and independent study?,145.3,192.6,,37,64.82,34.16,9.33,,0,70.1,78.2,-8.2,3.4,6.1,95.1,4.8,0.1,170,75.4
Full-time,All undergraduates,CAH3,CAH26-01-03,Human geography,Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,145.3,192.6,,20,81.98,33.83,9.5,,0,70.2,80.9,-10.7,3.3,6.1,99.4,0.6,0,170,75.4
Full-time,All undergraduates,CAH3,CAH26-01-03,Human geography,Theme 2: Learning opportunities,145.3,192.6,,,,,,,,78.9,84.4,-5.6,3,6.1,84.2,15.4,0.4,170,75.4
Full-time,All undergraduates,CAH3,CAH26-01-03,Human geography,Q10: How clear were the marking criteria used to assess your work?,145.3,192.6,,26.16,67.66,41.16,10.33,,0,64.6,76,-11.5,3.5,6.1,99.4,0.6,0,170,75.4
Full-time,All undergraduates,CAH3,CAH26-01-03,Human geography,Q11: How fair has the marking and assessment been on your course?,145.3,192.6,,21.83,84.65,34.33,4.5,,0,73.3,81.6,-8.3,3.2,6.1,96.4,3.6,0,170,75.4
Full-time,All undergraduates,CAH3,CAH26-01-03,Human geography,Q12: How well have assessments allowed you to demonstrate what you have learned?,145.3,192.6,,21.33,91.65,31.83,0.5,,0,77.8,79.3,-1.6,3.3,6.1,38.7,50.6,10.6,170,75.4
Full-time,All undergraduates,CAH3,CAH26-01-03,Human geography,Q13: How often have you received assessment feedback on time?,145.3,192.6,,31.15,61.66,41.5,11,,0,63.9,72.2,-8.4,3.6,6.1,94.7,5.2,0.1,170,75.4
Full-time,All undergraduates,CAH3,CAH26-01-03,Human geography,Q14: How often does feedback help you to improve your work?,145.3,192.6,,8.83,66.32,51.16,19,,0,51.7,66.8,-15.1,3.9,6.1,99.9,0.1,0,170,75.4
Full-time,All undergraduates,CAH3,CAH26-01-03,Human geography,Theme 3: Assessment and feedback,145.3,192.6,,,,,,,,66.2,75.2,-8.9,3.6,6.1,96.5,3.5,0.1,170,75.4
Full-time,All undergraduates,CAH3,CAH26-01-03,Human geography,Q15: How easy was it to contact teaching staff when you needed to?,145.3,192.6,,57.32,70.99,14.5,2.5,,0,88.3,89.8,-1.5,2.5,6.1,34.3,60,5.6,170,75.4
Full-time,All undergraduates,CAH3,CAH26-01-03,Human geography,Q16: How well have teaching staff supported your learning?,145.3,192.6,,29.33,94.32,20.16,1.5,,0,85.1,87.7,-2.7,2.7,6.1,52.3,45.1,2.6,170,75.4
Full-time,All undergraduates,CAH3,CAH26-01-03,Human geography,Theme 4: Academic support,145.3,192.6,,,,,,,,86.7,88.7,-2,2.6,6.1,43.1,53,3.9,170,75.4
Full-time,All undergraduates,CAH3,CAH26-01-03,Human geography,Q17: How well organised is your course?,145.3,192.6,,35,95.66,12.65,2,,0,89.9,82.4,7.5,2.9,6.1,0,4,96,170,75.4
Full-time,All undergraduates,CAH3,CAH26-01-03,Human geography,Q18: How well were any changes to teaching on your course communicated?,142.5,192.6,,30,85.16,24.99,2.33,,2.83,80.8,80.3,0.5,3.2,6.2,17.2,56.6,26.2,170,75.4
Full-time,All undergraduates,CAH3,CAH26-01-03,Human geography,Theme 5: Organisation and management,145.3,192.6,,,,,,,,84.9,81.3,3.6,3,6.1,2.2,33.7,64.1,170,75.4
Full-time,All undergraduates,CAH3,CAH26-01-03,Human geography,Q19: How well have the IT resources and facilities supported your learning?,137.3,192.6,,38.33,81.65,15.33,2,,7,87.4,87,0.4,2.6,6.1,13.2,66.2,20.6,170,75.4
Full-time,All undergraduates,CAH3,CAH26-01-03,Human geography,"Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",143.3,192.6,,69.82,62.66,9.83,1,,1,92.4,92,0.4,2.4,6.1,10.6,70.2,19.2,170,75.4
Full-time,All undergraduates,CAH3,CAH26-01-03,Human geography,"Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",126.8,192.6,,33.16,78.32,15.33,0,,17.5,87.9,89.2,-1.3,2.7,5.9,32.5,59.6,7.9,170,75.4
Full-time,All undergraduates,CAH3,CAH26-01-03,Human geography,Theme 6: Learning resources,144.3,192.6,,,,,,,,89.6,89.3,0.3,2.5,6.1,12.9,68.8,18.3,170,75.4
Full-time,All undergraduates,CAH3,CAH26-01-03,Human geography,Q22: To what extent do you get the right opportunities to give feedback on your course?,144.3,192.6,,68.99,59.82,10.5,5,,0,89.3,86.8,2.5,2.7,6.1,3,47.2,49.8,170,75.4
Full-time,All undergraduates,CAH3,CAH26-01-03,Human geography,Q23: To what extent are students' opinions about the course valued by staff?,143.3,192.6,,39.83,65.99,32.49,5,,1,73.8,80.9,-7,3.3,6.2,91.7,8.1,0.2,170,75.4
Full-time,All undergraduates,CAH3,CAH26-01-03,Human geography,Q24: How clear is it that students' feedback on the course is acted on?,144.3,192.6,,17,45.66,69.32,12.33,,0,43.4,58.6,-15.2,4,6.2,99.9,0.1,0,170,75.4
Full-time,All undergraduates,CAH3,CAH26-01-03,Human geography,Theme 7: Student voice,144.3,192.6,,,,,,,,68.8,75.5,-6.7,3.5,6.2,88.4,11.1,0.5,170,75.4
Full-time,All undergraduates,CAH3,CAH26-01-03,Human geography,Q25: How well does the students' union (association or guild) represent students' academic interests?,132.3,192.6,,12.66,77.33,29.99,12.33,,11.5,68,69.9,-1.9,4,6.4,44,42.7,13.2,170,75.4
Full-time,All undergraduates,CAH3,CAH26-01-03,Human geography,Q26: How well communicated was information about your university/college's mental wellbeing support services?,140.3,192.6,,31,62.82,39.49,7,,3.5,66.9,76.6,-9.7,3.6,6.3,97.7,2.2,0,170,75.4
Full-time,All undergraduates,CAH3,CAH26-01-03,Human geography,"Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",141.8,192.6,,31.66,79.65,25.5,5,,2,78.5,88,-9.5,2.9,7.6,99.2,0.8,0,170,75.4
